412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412,412
415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125,415.125
418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25,418.25
421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375,421.375
424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5,424.5
427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625,427.625
430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75,430.75
433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875,433.875
437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437,437
440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125,440.125
